Kraj_importujacy,Kraj_eksportujacy,Wartosc_importu
Azerbaijan,United Kingdom,2279168.258
Azerbaijan,United Rep. of Tanzania,1965.666
Azerbaijan,USA,1545412.18
Azerbaijan,Burkina Faso,0.34400000000000003
Azerbaijan,Uruguay,234.637
Azerbaijan,Uzbekistan,202597.559
Azerbaijan,Venezuela,2.645
Azerbaijan,Zambia,0.108
Argentina,Afghanistan,5.943
Argentina,Albania,506.84499999999997
Argentina,Algeria,131233.774
Argentina,Andorra,1.097
Argentina,Angola,43.494
Argentina,Azerbaijan,949.3
Argentina,Australia,366972.382
Argentina,Austria,240425.084
Argentina,Bahamas,99.226
Argentina,Bahrain,20559.467999999997
Argentina,Bangladesh,25758.201
Argentina,Armenia,8639.999
Argentina,Barbados,52.818
Argentina,Belgium,431699.44299999997
Argentina,Bhutan,0.271
Argentina,Bolivia (Plurinational State of),533937.396
Argentina,Bosnia Herzegovina,4251.571
Argentina,Botswana,0.388
Argentina,Brazil,13857753.849
Argentina,Belize,13.654
Argentina,Solomon Isds,0.007
Argentina,Brunei Darussalam,102.937
Argentina,Bulgaria,19405.939
Argentina,Myanmar,7535.749
Argentina,Burundi,1.019
Argentina,Belarus,1253.075
Argentina,Cambodia,38069.898
Argentina,Cameroon,87.147
Argentina,Canada,372399.042
Argentina,Central African Rep.,1.101
Argentina,Sri Lanka,11663.903
Argentina,Chile,813340.64
Argentina,China,11294511.164
Argentina,Colombia,322011.241
Argentina,Comoros,12.38
Argentina,Congo,10.476
Argentina,Dem. Rep. of the Congo,0.135
Argentina,Costa Rica,23922.129999999997
Argentina,Croatia,4515.546
Argentina,Cuba,3964.004
Argentina,Cyprus,639.552
Argentina,Czechia,169256.33
Argentina,Benin,0.62
Argentina,Denmark,230481.294
Argentina,Dominica,7.696
Argentina,Dominican Rep.,6070.217
Argentina,Ecuador,280530.033
Argentina,El Salvador,3614.9610000000002
Argentina,Equatorial Guinea,9.654
Argentina,Ethiopia,145.058
Argentina,Estonia,15903.278999999999
Argentina,Fiji,227.476
Argentina,Finland,165056.35499999998
Argentina,France,956710.861
Argentina,Gabon,417.368
Argentina,Georgia,997.382
Argentina,Gambia,6.6129999999999995
Argentina,State of Palestine,22.821
Argentina,Germany,2498658.756
Argentina,Ghana,1126.98
Argentina,Gibraltar,0.33
Argentina,Greece,27054.239
Argentina,Grenada,958.965
Argentina,Guatemala,4679.314
Argentina,Guinea,0.042
Argentina,Guyana,0.346
Argentina,Haiti,144.94299999999998
Argentina,Honduras,2947.153
Argentina,"China, Hong Kong SAR",122544.321
Argentina,Hungary,305954.648
Argentina,Iceland,2121.457
Argentina,Indonesia,307517.621
Argentina,Iran,988.382
Argentina,Iraq,14.636000000000001
Argentina,Ireland,239833.874
Argentina,Israel,171350.058
Argentina,Italy,1293234.169
Argentina,CÃ´te d'Ivoire,1069.08
Argentina,Jamaica,25.982
Argentina,Japan,1204562.125
Argentina,Kazakhstan,2776.26
Argentina,Jordan,1746.445
Argentina,Kenya,972.491
Argentina,Rep. of Korea,497475.249
Argentina,Kuwait,10340.301000000001
Argentina,Kyrgyzstan,37.501
Argentina,Lao People's Dem. Rep.,15023.61
Argentina,Lebanon,149.673
Argentina,Lesotho,0.139
Argentina,Latvia,5378.525
Argentina,Liberia,1.83
Argentina,Libya,5743.05
Argentina,Lithuania,74051.857
Argentina,Luxembourg,10754.144
Argentina,"China, Macao SAR",175.992
Argentina,Madagascar,1527.898
Argentina,Malawi,99.523
Argentina,Malaysia,227638.566
Argentina,Mali,2.297
Argentina,Malta,32742.054
Argentina,Mauritania,125.51299999999999
Argentina,Mauritius,565.289
Argentina,Mexico,1402862.132
Argentina,"Other Asia, nes",284109.559
Argentina,Mongolia,1.13
Argentina,Rep. of Moldova,453.257
Argentina,Montenegro,34.44
Argentina,Morocco,510392.989
Argentina,Mozambique,299.04
Argentina,Oman,14465.875
Argentina,Namibia,29.589
Argentina,Nauru,1.134
Argentina,Nepal,19.449
Argentina,Netherlands,471236.085
Argentina,New Zealand,23452.119
Argentina,Nicaragua,498.54699999999997
Argentina,Niger,0.182
Argentina,Nigeria,142113.007
Argentina,Norway,86866.65699999999
Argentina,N. Mariana Isds,0.538
Argentina,Pakistan,55194.149
Argentina,Panama,635.567
Argentina,Papua New Guinea,8.012
Argentina,Paraguay,3372692.641
Argentina,Peru,216241.767
Argentina,Philippines,112555.356
Argentina,Poland,191335.347
Argentina,Portugal,90554.206
Argentina,Timor-Leste,0.372
Argentina,Qatar,45613.989
Argentina,Romania,96260.275
Argentina,Russian Federation,122724.556
Argentina,Rwanda,1.566
Argentina,Saint Kitts and Nevis,2.236
Argentina,Saint Lucia,4.31
Argentina,San Marino,423.188
Argentina,Sao Tome and Principe,0.013
Argentina,Saudi Arabia,95379.961
Argentina,Senegal,89.741
Argentina,Serbia,18678.013
Argentina,Seychelles,0.474
Argentina,Sierra Leone,10.879
Argentina,India,1252729.186
Argentina,Singapore,190869.743
Argentina,Slovakia,60628.427
Argentina,Viet Nam,778269.117
Argentina,Slovenia,29148.188
Argentina,Somalia,819.983
Argentina,South Africa,145840.755
Argentina,Zimbabwe,518.65
Argentina,Spain,1007235.996
Argentina,Sudan,319.149
Argentina,Suriname,0.178
Argentina,Eswatini,51.635999999999996
Argentina,Sweden,217438.873
Argentina,Switzerland,701636.845
Argentina,Syria,58.760000000000005
Argentina,Thailand,1691187.828
Argentina,Trinidad and Tobago,78076.243
Argentina,United Arab Emirates,312562.292
Argentina,Tunisia,23654.273
Argentina,TÃ¼rkiye,229831.452
Argentina,Turkmenistan,74750.633
Argentina,Uganda,34.903999999999996
Argentina,Ukraine,11928.358
Argentina,North Macedonia,3982.2430000000004
Argentina,Egypt,106503.34700000001
Argentina,United Kingdom,491402.095
Argentina,United Rep. of Tanzania,20.449
Argentina,USA,6760379.654
Argentina,Burkina Faso,6.471
Argentina,Uruguay,669511.856
Argentina,Uzbekistan,375.954
Argentina,Venezuela,5770.594
Argentina,Samoa,0.536
Australia,Afghanistan,1002.584
Australia,Albania,3002.463
Australia,Algeria,102214.49
Australia,American Samoa,5908.311
Australia,Angola,360.731
Australia,Antigua and Barbuda,125.345
Australia,Azerbaijan,36069.901
Australia,Argentina,590486.551
Australia,Austria,1183727.513
Australia,Bahamas,874.277
Australia,Bahrain,121480.487
Australia,Bangladesh,1040822.265
Australia,Armenia,2013.384
Australia,Barbados,1888.517
Australia,Belgium,2154775.678
Australia,Bermuda,45.269
Australia,Bhutan,101.847
Australia,Bolivia (Plurinational State of),90103.908
Australia,Bosnia Herzegovina,18654.253
Australia,Botswana,792.244
Australia,Brazil,686091.598
Australia,Belize,1508.619
Australia,Solomon Isds,92544.11
Australia,Br. Virgin Isds,366.148
Australia,Brunei Darussalam,2116891.435
Australia,Bulgaria,99751.938
Australia,Myanmar,75270.385
Australia,Burundi,751.457
Australia,Belarus,281.603
Australia,Cambodia,607367.774
Australia,Cameroon,622.534
Australia,Canada,2563967.354
Australia,Cabo Verde,49.308
Australia,Cayman Isds,136.427
Australia,Central African Rep.,71.836
Australia,Sri Lanka,267985.684
Australia,Chad,10.637
Australia,Chile,283167.71
Australia,China,74806242.962
Australia,Christmas Isds,204.074
Australia,Cocos Isds,278.264
Australia,Colombia,105413.683
Australia,Comoros,35.24
Australia,Congo,96.921
Australia,Dem. Rep. of the Congo,149.398
Australia,Cook Isds,90.122
Australia,Costa Rica,107018.009
Australia,Croatia,57736.267
Australia,Cuba,9590.725
Australia,Cyprus,23819.61
Australia,Czechia,766280.66
Australia,Denmark,1328261.048
Australia,Dominica,96.713
Australia,Dominican Rep.,58127.521
Australia,Ecuador,24918.333
Australia,El Salvador,8371.76
Australia,Ethiopia,28030.465999999997
Australia,Eritrea,13.644
Australia,Estonia,75335.224
Australia,Falkland Isds (Malvinas),4.6499999999999995
Australia,Fiji,170289.73
Australia,Finland,1305623.8260000001
Australia,France,5145877.95
Australia,French Polynesia,932.679
Australia,Fr. South Antarctic Terr.,3.535
Australia,Djibouti,760.116
Australia,Gabon,19394.986999999997
Australia,Georgia,5690.544
Australia,Gambia,8.926
Australia,Germany,12295952.049
Australia,Ghana,17059.984
Australia,Gibraltar,10.365
Australia,Kiribati,11.649000000000001
Australia,Greece,266786.286
Australia,Grenada,2.658
Australia,Guam,557.293
Australia,Guatemala,17593.191
Australia,Guinea,77.399
Australia,Guyana,437.153
Australia,Haiti,1507.049
Australia,Honduras,58139.263
Australia,"China, Hong Kong SAR",1317080.587
Australia,Hungary,676246.261
Australia,Iceland,30167.202
Australia,Indonesia,5563612.742
Australia,Iran,21796.264
Australia,Iraq,815.661
Australia,Ireland,1693164.6030000001
Australia,Israel,543142.296
Australia,Italy,6067122.801
Australia,CÃ´te d'Ivoire,22543.463
Australia,Jamaica,1256.199
Australia,Japan,16830681.866
Australia,Kazakhstan,41761.248
Australia,Jordan,91109.096
Australia,Kenya,32159.1
Australia,Rep. of Korea,16377541.43
Australia,Kuwait,2443.969
Australia,Kyrgyzstan,190.06199999999998
Australia,Lao People's Dem. Rep.,431147.898
Australia,Lebanon,18536.394
Australia,Lesotho,1215.1779999999999
Australia,Latvia,63662.314
Australia,Liberia,62407.602
Australia,Libya,112999.15699999999
Australia,Lithuania,188366.124
Australia,Luxembourg,35858.16
Australia,"China, Macao SAR",2326.946
Australia,Madagascar,11515.921
Australia,Malawi,54.213
Australia,Malaysia,11322609.39
Australia,Maldives,65.291
Australia,Mali,217137.466
Australia,Malta,46363.401
Australia,Mauritania,114306.69099999999
Australia,Mauritius,11508.239
Australia,Mexico,2510343.032
Australia,"Other Asia, nes",5995175.562
Australia,Mongolia,827.685
Australia,Rep. of Moldova,3899.697
Australia,Montenegro,511.629
Australia,Montserrat,3.471
Australia,Morocco,874421.02
Australia,Mozambique,1179.851
Australia,Oman,355631.376
Australia,Namibia,10449.085000000001
Australia,Nauru,122.26
Australia,Nepal,13026.769
Australia,Netherlands,2248578.768
Australia,CuraÃ§ao,193.539
Australia,New Caledonia,17118.396
Australia,Vanuatu,2897.321
Australia,New Zealand,5364143.184
Australia,Nicaragua,14524.283
Australia,Niger,570.63
Australia,Nigeria,116451.262
Australia,Niue,26.654
Australia,Norfolk Isds,69.885
Australia,Norway,400877.196
Australia,N. Mariana Isds,6.565
Australia,FS Micronesia,189.905
Australia,Marshall Isds,195.953
Australia,Pakistan,302370.926
Australia,Panama,8575.163
Australia,Papua New Guinea,2688861.775
Australia,Paraguay,7265.489
Australia,Peru,101138.44
Australia,Philippines,707515.943
Australia,Pitcairn,139.774
Australia,Poland,1248919.477
Australia,Portugal,343415.169
Australia,Guinea-Bissau,5.388
Australia,Timor-Leste,1325.986
Australia,Qatar,318251.085
Australia,Romania,205706.778
Australia,Russian Federation,2128.978
Australia,Rwanda,1142.262
Australia,Saint Helena,825.2109999999999
Australia,Saint Kitts and Nevis,48.715
Australia,Saint Lucia,345.066
Australia,Saint Pierre and Miquelon,2.259
Australia,Saint Vincent and the Grenadines,5.776999999999999
Australia,Sao Tome and Principe,28.157999999999998
Australia,Saudi Arabia,666201.598
Australia,Senegal,198843.92400000003
Australia,Serbia,40866.493
Australia,Seychelles,4107.034
Australia,Sierra Leone,3289.342
Australia,India,7729436.663
Australia,Singapore,10728303.564000001
Australia,Slovakia,531919.762
Australia,Viet Nam,7872225.78
Australia,Slovenia,171133.038
Australia,Somalia,59.818
Australia,South Africa,1472772.056
Australia,Zimbabwe,752.009
Australia,Spain,2511400.634
Australia,South Sudan,5.228
Australia,Sudan,102.143
Australia,Suriname,239.424
Australia,Eswatini,249.161
Australia,Sweden,2025115.766
Australia,Switzerland,2849065.9020000002
Australia,Syria,1765.7359999999999
Australia,Thailand,13827702.205
Australia,Togo,31331.15
Australia,Tonga,2337.024
Australia,Trinidad and Tobago,6046.365
Australia,United Arab Emirates,1403065.96
Australia,Tunisia,59948.032
Australia,TÃ¼rkiye,1221296.772
Australia,Turkmenistan,75.26100000000001
Australia,Turks and Caicos Isds,6.9
Australia,Tuvalu,13.761
Australia,Uganda,7068.339
Australia,Ukraine,31560.995
Australia,North Macedonia,11623.093
Australia,Egypt,72996.22
Australia,United Kingdom,5357874.98
Australia,United Rep. of Tanzania,7316.052000000001
Australia,USA,33669863.077
Australia,Burkina Faso,499.667
Australia,Uruguay,17860.04
Australia,Uzbekistan,351.662
Australia,Venezuela,716.31
Australia,Wallis and Futuna Isds,3.3249999999999997
Australia,Samoa,3835.3219999999997
Australia,Yemen,115.787
Australia,Zambia,2177.051
Austria,Afghanistan,3056.578
Austria,Albania,46621.219
Austria,Algeria,121101.48300000001
Austria,American Samoa,32.293
Austria,Andorra,899.253
Austria,Angola,51.99
Austria,Antigua and Barbuda,51.480000000000004
Austria,Azerbaijan,51554.407
Austria,Argentina,82963.751
Austria,Australia,219894.364
Austria,Bahamas,246.418
Austria,Bahrain,25930.949999999997
Austria,Bangladesh,1256169.057
Austria,Armenia,17683.011
Austria,Barbados,3218.953
Austria,Belgium,3366745.689
Austria,Bermuda,55.617
Austria,Bhutan,197.173
Austria,Bolivia (Plurinational State of),41842.277
Austria,Bosnia Herzegovina,900399.438
Austria,Botswana,153.642
Austria,Brazil,285989.092
Austria,Belize,316.29699999999997
Austria,Br. Indian Ocean Terr.,0.15999999999999998
Austria,Solomon Isds,14.906
Austria,Br. Virgin Isds,490.95
Austria,Brunei Darussalam,472.03000000000003
Austria,Bulgaria,797873.229
Austria,Myanmar,186539.937
Austria,Burundi,285.697
Austria,Belarus,5078.902
Austria,Cambodia,195244.648
Austria,Cameroon,3005.632
Austria,Canada,411430.691
Austria,Cabo Verde,61.913
Austria,Cayman Isds,229.00799999999998
Austria,Central African Rep.,28.144000000000002
Austria,Sri Lanka,113992.95
Austria,Chad,183.67000000000002
Austria,Chile,60919.333
Austria,China,14802967.649
Austria,Christmas Isds,263.126
Austria,Cocos Isds,3.0429999999999997
Austria,Colombia,102629.841
Austria,Comoros,58.446
Austria,Congo,435.104
Austria,Dem. Rep. of the Congo,671.197
Austria,Cook Isds,13.039
Austria,Costa Rica,59317.996999999996
Austria,Croatia,1347496.255
Austria,Cuba,629.7860000000001
Austria,Cyprus,24779.702
Austria,Czechia,9955493.454
Austria,Benin,357.319
Austria,Denmark,971424.422
Austria,Dominica,34.308
Austria,Dominican Rep.,40152.36
Austria,Ecuador,94338.30099999999
Austria,El Salvador,3762.874
Austria,Equatorial Guinea,25.067
Austria,Ethiopia,5014.25
Austria,Eritrea,69.38
Austria,Estonia,121007.744
Austria,Falkland Isds (Malvinas),901.85
Austria,Fiji,142.462
Austria,Finland,593027.994
Austria,France,5878187.271
Austria,French Polynesia,151.945
Austria,Fr. South Antarctic Terr.,0.307
Austria,Djibouti,132.828
Austria,Gabon,184.41
Austria,Georgia,12500.043
Austria,Gambia,2.715
Austria,State of Palestine,1008.6680000000001
Austria,Germany,73615248.241
Austria,Ghana,39631.701
Austria,Gibraltar,146.818
Austria,Kiribati,0.786
Austria,Greece,636284.6359999999
Austria,Greenland,492.973
Austria,Grenada,523.796
Austria,Guam,6.573
Austria,Guatemala,8179.326999999999
Austria,Guinea,5174.311
Austria,Guyana,168758.954
Austria,Haiti,787.987
Austria,Honduras,5572.732
Austria,"China, Hong Kong SAR",94590.333
Austria,Hungary,5916851.4120000005
Austria,Iceland,30877.877
Austria,Indonesia,270677.473
Austria,Iran,10675.228000000001
Austria,Iraq,144654.095
Austria,Ireland,783537.713
Austria,Israel,281668.803
Austria,Italy,13444037.715
Austria,CÃ´te d'Ivoire,101938.643
Austria,Jamaica,607.112
Austria,Japan,2224370.113
Austria,Kazakhstan,2748334.099
Austria,Jordan,18372.882
Austria,Kenya,6084.59
Austria,Dem. People's Rep. of Korea,6911.411
Austria,Rep. of Korea,1465324.675
Austria,Kuwait,3338.541
Austria,Kyrgyzstan,5195.6
Austria,Lao People's Dem. Rep.,25758.316
Austria,Lebanon,3122.235
Austria,Lesotho,49.231
Austria,Latvia,125252.091
Austria,Liberia,400.716
Austria,Libya,689673.532
Austria,Lithuania,325235.588
Austria,Luxembourg,395360.249
Austria,"China, Macao SAR",1580.088
Austria,Madagascar,15119.374
Austria,Malawi,556.772
Austria,Malaysia,481266.663
Austria,Maldives,2713.841
Austria,Mali,720.959
Austria,Malta,33724.657
Austria,Mauritania,979.396
Austria,Mauritius,13777.778
Austria,Mexico,503061.277
Austria,"Other Asia, nes",978650.562
Austria,Mongolia,6892.18
Austria,Rep. of Moldova,39959.604
Austria,Montenegro,7994.353
Austria,Montserrat,7.494
Austria,Morocco,465093.113
Austria,Mozambique,8546.994
Austria,Oman,1028.117
Austria,Namibia,5845.88
Austria,Nauru,7.583
Austria,Nepal,4230.929
Austria,Netherlands,6918317.268
Austria,CuraÃ§ao,19.119999999999997
Austria,Aruba,8.319
Austria,Saint Maarten,42.123
Austria,Bonaire,36.727
Austria,New Caledonia,21.053
Austria,Vanuatu,2.725
Austria,New Zealand,51991.509
Austria,Nicaragua,2671.098
Austria,Niger,429.856
Austria,Nigeria,21333.468
Austria,Niue,47.393
Austria,Norway,534530.295
Austria,N. Mariana Isds,0.372
Austria,FS Micronesia,61.641999999999996
Austria,Marshall Isds,0.652
Austria,Palau,1.4369999999999998
Austria,Pakistan,320786.69
Austria,Panama,5192.67
Austria,Papua New Guinea,5111.424
Austria,Paraguay,2102.645
Austria,Peru,128527.21
Austria,Philippines,301163.442
Austria,Pitcairn,0.08399999999999999
Austria,Poland,7775414.736
Austria,Portugal,592084.457
Austria,Guinea-Bissau,439.604
Austria,Timor-Leste,34.638
Austria,Qatar,21590.129999999997
Austria,Romania,2584478.952
Austria,Russian Federation,132288.729
Austria,Rwanda,481.434
Austria,Saint BarthÃ©lemy,29.438
Austria,Saint Helena,55.507999999999996
Austria,Saint Kitts and Nevis,20.983
Austria,Anguilla,29.997
Austria,Saint Lucia,5.651
Austria,Saint Pierre and Miquelon,0.119
Austria,Saint Vincent and the Grenadines,73.386
Austria,San Marino,21787.84
Austria,Sao Tome and Principe,80.324
Austria,Saudi Arabia,620061.958
Austria,Senegal,1937.945
Austria,Serbia,851489.297
Austria,Seychelles,321.216
Austria,Sierra Leone,3309.344
Austria,India,1657977.388
Austria,Singapore,434971.881
Austria,Slovakia,5440088.618
Austria,Viet Nam,1808941.995
Austria,Slovenia,3000195.259
Austria,Somalia,112.123
Austria,South Africa,329878.554
Austria,Zimbabwe,5849.4
Austria,Spain,3169567.562
Austria,South Sudan,23.814
Austria,Sudan,231.63000000000002
Austria,Suriname,689.594
Austria,Eswatini,1146.586
Austria,Sweden,2164955.274
Austria,Switzerland,8682530.781
Austria,Syria,1179.133
Austria,Tajikistan,247.368
Austria,Thailand,664227.158
Austria,Togo,1034.0629999999999
Austria,Tokelau,96.865
Austria,Tonga,0.381
Austria,Trinidad and Tobago,623.282
Austria,United Arab Emirates,190038.519
Austria,Tunisia,265524.056
Austria,TÃ¼rkiye,1901383.485
Austria,Turkmenistan,2052.23
Austria,Turks and Caicos Isds,50.64
Austria,Tuvalu,12.463999999999999
Austria,Uganda,2217.139
Austria,Ukraine,657915.262
Austria,North Macedonia,133232.801
Austria,Egypt,126510.804
Austria,United Kingdom,2113789.854
Austria,United Rep. of Tanzania,2485.398
Austria,USA,6524716.8719999995
Austria,Burkina Faso,3921.308
Austria,Uruguay,102519.924
Austria,Uzbekistan,10665.217
Austria,Venezuela,2042.827
Austria,Wallis and Futuna Isds,0.07100000000000001
Austria,Samoa,6.37
Austria,Yemen,18.436999999999998
Austria,Zambia,1974.507
Bahamas,Afghanistan,76.148
Bahamas,Angola,38912.665
Bahamas,Antigua and Barbuda,10161.973
Bahamas,Argentina,2863.207
Bahamas,Australia,3558.797
Bahamas,Austria,14550.571
Bahamas,Barbados,7541.717
Bahamas,Belgium,8334.046
Bahamas,Bermuda,403.972
Bahamas,Bosnia Herzegovina,73.925
Bahamas,Brazil,150494.511
Bahamas,Belize,778.39
Bahamas,Br. Virgin Isds,230.571
Bahamas,Bulgaria,411.093
Bahamas,Cambodia,2.99
Bahamas,Canada,180392.516
Bahamas,Cayman Isds,4900.425
Bahamas,Sri Lanka,112.363
Bahamas,Chile,898.757
Bahamas,China,1218515.241
Bahamas,Colombia,439100.27300000004
Bahamas,Costa Rica,24337.016
Bahamas,Croatia,195.739
Bahamas,Cuba,56.622
Bahamas,Cyprus,41.824
Bahamas,Czechia,1503.442
Bahamas,Benin,42.75
Bahamas,Denmark,9717.045
Bahamas,Dominica,4243.306
Bahamas,Dominican Rep.,22351.46
Bahamas,Ecuador,27278.397
Bahamas,El Salvador,282.309
Bahamas,Ethiopia,0.352
Bahamas,Estonia,560.791
Bahamas,Fiji,5.811999999999999
Bahamas,Finland,73917.661
Bahamas,France,37758.024
Bahamas,Germany,52467.594
Bahamas,Ghana,71.56
Bahamas,Greece,91828.71800000001
Bahamas,Grenada,0.415
Bahamas,Guatemala,5271.155
Bahamas,Guyana,1015.9119999999999
Bahamas,Haiti,125.42099999999999
Bahamas,Honduras,5513.714
Bahamas,"China, Hong Kong SAR",8044.114
Bahamas,Hungary,351.174
Bahamas,Iceland,2449.312
Bahamas,Indonesia,8148.3460000000005
Bahamas,Ireland,7887.789
Bahamas,Israel,167.842
Bahamas,Italy,76615.857
Bahamas,CÃ´te d'Ivoire,77.043
Bahamas,Jamaica,21037.454
Bahamas,Japan,277663.991
Bahamas,Kazakhstan,51010.295
Bahamas,Kenya,4.099
Bahamas,Dem. People's Rep. of Korea,2191.774
Bahamas,Rep. of Korea,119725.09
Bahamas,Lebanon,0.831
Bahamas,Latvia,473.307
Bahamas,Lithuania,104.9
Bahamas,Luxembourg,2.968
Bahamas,Malawi,0.977
Bahamas,Malaysia,1274.098
Bahamas,Malta,12.061
Bahamas,Mauritius,12.107
Bahamas,Mexico,26722.692
Bahamas,"Other Asia, nes",1176.49
Bahamas,Montenegro,0.396
Bahamas,Morocco,234.817
Bahamas,Mozambique,405.777
Bahamas,Namibia,4604.438
Bahamas,Netherlands,38359.702
Bahamas,CuraÃ§ao,750.201
Bahamas,Aruba,15.291
Bahamas,Saint Maarten,6.442
Bahamas,New Zealand,4169.304
